92.16 8.48954e-08
92.7 7.64058e-07
93.78 5.94268e-07
94.14 1.69791e-07
94.5 8.48954e-07
94.68 1.61301e-06
94.86 1.69791e-07
95.04 1.01874e-06
95.22 1.69791e-07
95.4 2.20728e-06
95.58 6.79163e-07
95.76 5.34841e-06
95.94 6.36715e-06
96.12 1.34984e-05
96.3 1.11213e-05
96.48 4.58435e-06
96.66 8.14996e-06
96.84 1.41775e-05
97.02 1.45171e-05
97.2 2.24124e-05
97.38 1.6215e-05
97.56 1.7828e-05
97.74 3.04774e-05
97.92 3.66748e-05
98.1 3.76086e-05
98.28 3.99857e-05
98.46 4.41456e-05
98.64 6.90199e-05
98.82 8.71875e-05
99 0.00010561
99.18 0.000112062
99.36 0.000120042
99.54 0.000169621
99.72 0.000189402
99.9 0.000225312
100.08 0.000278966
100.26 0.000304944
100.44 0.000348411
100.62 0.000451643
100.8 0.000444682
100.98 0.000560649
101.16 0.000658958
101.34 0.000736128
101.52 0.000906937
101.7 0.000910078
101.88 0.00108725
102.06 0.00128481
102.24 0.00146003
102.42 0.0016249
102.6 0.00202
102.78 0.0021279
102.96 0.0025039
103.14 0.0027293
103.32 0.00309605
103.5 0.00364685
103.68 0.00407583
103.86 0.00460685
104.04 0.00493386
104.22 0.00550996
104.4 0.00624482
104.58 0.00681515
104.76 0.00790393
104.94 0.00849938
105.12 0.00941702
105.3 0.0103414
105.48 0.0113962
105.66 0.0127351
105.84 0.0137826
106.02 0.0150773
106.2 0.0164384
106.38 0.0181196
106.56 0.0191921
106.74 0.020995
106.92 0.0230279
107.1 0.0245511
107.28 0.0268701
107.46 0.0282924
107.64 0.0308888
107.82 0.0331295
108 0.0351026
108.18 0.0376648
108.36 0.0404638
108.54 0.0425669
108.72 0.0454478
108.9 0.0481982
109.08 0.0499889
109.26 0.0527697
109.44 0.0559826
109.62 0.0583774
109.8 0.0614539
109.98 0.0640331
110.16 0.0672629
110.34 0.0698106
110.52 0.07168
110.7 0.0749586
110.88 0.0779553
111.06 0.0799206
111.24 0.0828998
111.42 0.0845688
111.6 0.0874125
111.78 0.0894187
111.96 0.0906027
112.14 0.0923301
112.32 0.0951109
112.5 0.0961689
112.68 0.0974741
112.86 0.0981811
113.04 0.099579
113.22 0.100605
113.4 0.100591
113.58 0.101572
113.76 0.100578
113.94 0.100982
114.12 0.100554
114.3 0.100289
114.48 0.0991279
114.66 0.0983755
114.84 0.0970284
115.02 0.0956463
115.2 0.0941903
115.38 0.0927319
115.56 0.0911646
115.74 0.0887872
115.92 0.0865472
116.1 0.0849842
116.28 0.0819871
116.46 0.0796666
116.64 0.0770869
116.82 0.0746215
117 0.0718436
117.18 0.0686147
117.36 0.0666208
117.54 0.0635269
117.72 0.0605768
117.9 0.058111
118.08 0.0548113
118.26 0.05249
118.44 0.0495746
118.62 0.0469694
118.8 0.0444263
118.98 0.041825
119.16 0.0391262
119.34 0.0368545
119.52 0.0349635
119.7 0.032127
119.88 0.0301851
120.06 0.0280043
120.24 0.0261133
120.42 0.0241441
120.6 0.02242
120.78 0.0206345
120.96 0.0188305
121.14 0.0174962
121.32 0.0160257
121.5 0.0143945
121.68 0.0133292
121.86 0.0120955
122.04 0.0111014
122.22 0.0100181
122.4 0.00905273
122.58 0.00795181
122.76 0.0073044
122.94 0.00666182
123.12 0.00600295
123.3 0.00555105
123.48 0.00471942
123.66 0.00427117
123.84 0.00375526
124.02 0.00346186
124.2 0.00299409
124.38 0.00259381
124.56 0.00234107
124.74 0.00205684
124.92 0.00183408
125.1 0.00156411
125.28 0.00141461
125.46 0.0011578
125.64 0.00105848
125.82 0.000926124
126 0.000844794
126.18 0.000700132
126.36 0.000631622
126.54 0.000508269
126.72 0.00040945
126.9 0.000405121
127.08 0.000313858
127.26 0.000281938
127.44 0.000260289
127.62 0.000215125
127.8 0.000172168
127.98 0.000154679
128.16 0.000125475
128.34 9.46583e-05
128.52 9.11776e-05
128.7 6.20585e-05
128.88 7.03783e-05
129.06 6.70673e-05
129.24 6.62184e-05
129.42 2.94587e-05
129.6 3.04774e-05
129.78 2.60629e-05
129.96 3.18358e-05
130.14 2.25822e-05
130.32 1.40926e-05
130.5 8.48954e-06
130.68 7.13121e-06
130.86 1.49416e-05
131.04 9.76297e-06
131.22 5.68799e-06
131.4 1.18854e-06
131.58 2.63176e-06
131.76 2.71665e-06
131.94 3.14113e-06
132.12 7.64058e-07
132.3 1.8677e-06
132.48 3.39581e-07
132.66 3.39581e-07
133.38 1.52812e-06
134.28 8.48954e-07
