706.487500  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000 0.000000 0.000000
711.100000  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000 0.000000 0.000000
715.712500  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000 0.000000 0.000000
720.325000  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000 0.000000 0.000000
724.937500  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000 0.000000 0.000000
729.550000  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000 0.000000 0.000000
734.162500  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000 0.000000 0.000000
738.775000  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000 0.000000 0.000000
743.387500  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000 0.000000 0.000000
748.000000  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000 0.000000 0.000000
752.612500  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000 0.000000 0.000000
757.225000  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000 0.000000 0.000000
761.837500  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000 0.000000 0.000000
766.450000  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000 0.000000 0.000000
771.062500  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000 0.000000 0.000000
775.675000  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000 0.000000 0.000000
780.287500  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000 0.000000 0.000000
784.900000  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000 0.000000 0.000000
789.512500  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000 0.000000 0.000000
794.125000  0.000000 0.000034  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000 0.000000 0.000000
